3.010000e+01 6.062215e+02 1.268919e+02 7.750805e+01 1.269510e+02 7.784901e+01
3.020000e+01 6.058512e+02 1.268573e+02 7.754265e+01 1.269707e+02 7.782934e+01
3.030000e+01 6.040022e+02 1.268233e+02 7.757667e+01 1.269295e+02 7.787051e+01
3.040000e+01 6.118882e+02 1.271887e+02 7.721127e+01 1.268814e+02 7.791859e+01
3.050000e+01 6.105412e+02 1.271529e+02 7.724714e+01 1.268630e+02 7.793702e+01
3.060000e+01 6.094421e+02 1.271185e+02 7.728152e+01 1.268531e+02 7.794692e+01
3.070000e+01 6.084927e+02 1.270858e+02 7.731420e+01 1.268475e+02 7.795245e+01
3.080000e+01 6.076852e+02 1.270544e+02 7.734556e+01 1.268464e+02 7.795358e+01
3.090000e+01 6.068058e+02 1.270238e+02 7.737623e+01 1.268416e+02 7.795839e+01
3.100000e+01 6.155724e+02 1.273931e+02 7.700691e+01 1.268224e+02 7.797762e+01
3.110000e+01 6.238069e+02 1.273617e+02 7.703828e+01 1.271891e+02 7.761086e+01
3.120000e+01 6.221379e+02 1.273320e+02 7.706802e+01 1.271520e+02 7.764804e+01
3.130000e+01 6.208000e+02 1.273031e+02 7.709691e+01 1.271272e+02 7.767279e+01
3.140000e+01 6.198843e+02 1.272749e+02 7.712508e+01 1.271188e+02 7.768124e+01
3.150000e+01 6.191765e+02 1.272480e+02 7.715201e+01 1.271174e+02 7.768258e+01
3.160000e+01 6.184930e+02 1.272222e+02 7.717785e+01 1.271159e+02 7.768406e+01
3.170000e+01 6.278254e+02 1.275964e+02 7.680364e+01 1.271119e+02 7.768815e+01
3.180000e+01 6.269504e+02 1.275694e+02 7.683061e+01 1.271041e+02 7.769586e+01
3.190000e+01 6.259642e+02 1.275439e+02 7.685613e+01 1.270904e+02 7.770958e+01
3.200000e+01 6.248111e+02 1.275194e+02 7.688063e+01 1.270688e+02 7.773116e+01
3.210000e+01 6.235353e+02 1.274953e+02 7.690471e+01 1.270418e+02 7.775819e+01
3.220000e+01 6.223053e+02 1.274720e+02 7.692801e+01 1.270158e+02 7.778421e+01
3.230000e+01 6.312064e+02 1.274497e+02 7.695026e+01 1.273973e+02 7.740273e+01
3.240000e+01 6.304028e+02 1.274280e+02 7.697201e+01 1.273871e+02 7.741292e+01
3.250000e+01 6.297436e+02 1.274064e+02 7.699356e+01 1.273824e+02 7.741755e+01
3.260000e+01 6.392589e+02 1.277844e+02 7.661555e+01 1.273791e+02 7.742093e+01
3.270000e+01 6.386021e+02 1.277629e+02 7.663705e+01 1.273748e+02 7.742522e+01
3.280000e+01 6.379198e+02 1.277419e+02 7.665805e+01 1.273690e+02 7.743105e+01
3.290000e+01 6.371964e+02 1.277214e+02 7.667856e+01 1.273609e+02 7.743905e+01
3.300000e+01 6.364125e+02 1.277017e+02 7.669826e+01 1.273497e+02 7.745032e+01
3.310000e+01 6.355408e+02 1.276827e+02 7.671734e+01 1.273342e+02 7.746578e+01
3.320000e+01 6.345826e+02 1.276639e+02 7.673613e+01 1.273150e+02 7.748501e+01
3.330000e+01 6.335974e+02 1.276455e+02 7.675453e+01 1.272942e+02 7.750577e+01
3.340000e+01 6.326771e+02 1.276276e+02 7.677238e+01 1.272755e+02 7.752450e+01
3.350000e+01 6.318826e+02 1.276101e+02 7.678990e+01 1.272615e+02 7.753854e+01
3.360000e+01 6.414347e+02 1.279923e+02 7.640770e+01 1.272521e+02 7.754790e+01
3.370000e+01 6.408115e+02 1.279743e+02 7.642569e+01 1.272457e+02 7.755432e+01
3.380000e+01 6.402354e+02 1.279569e+02 7.644308e+01 1.272405e+02 7.755947e+01
3.390000e+01 6.396808e+02 1.279400e+02 7.646004e+01 1.272358e+02 7.756422e+01
3.400000e+01 6.391345e+02 1.279234e+02 7.647664e+01 1.272310e+02 7.756902e+01
3.410000e+01 6.385858e+02 1.279072e+02 7.649281e+01 1.272256e+02 7.757437e+01
3.420000e+01 6.380192e+02 1.278914e+02 7.650859e+01 1.272191e+02 7.758086e+01
3.430000e+01 6.374175e+02 1.278759e+02 7.652409e+01 1.272109e+02 7.758907e+01
3.440000e+01 6.367691e+02 1.278607e+02 7.653931e+01 1.272005e+02 7.759945e+01
3.450000e+01 6.460564e+02 1.278458e+02 7.655423e+01 1.275874e+02 7.721256e+01
3.460000e+01 6.453059e+02 1.278311e+02 7.656888e+01 1.275726e+02 7.722745e+01
3.470000e+01 6.445482e+02 1.278167e+02 7.658330e+01 1.275571e+02 7.724287e+01
3.480000e+01 6.438218e+02 1.278025e+02 7.659748e+01 1.275427e+02 7.725731e+01
3.490000e+01 6.534522e+02 1.281879e+02 7.621214e+01 1.275304e+02 7.726963e+01
3.500000e+01 6.528279e+02 1.281734e+02 7.622661e+01 1.275205e+02 7.727952e+01
3.510000e+01 6.522638e+02 1.281592e+02 7.624076e+01 1.275127e+02 7.728734e+01
3.520000e+01 6.517445e+02 1.281454e+02 7.625462e+01 1.275063e+02 7.729370e+01
3.530000e+01 6.512574e+02 1.281318e+02 7.626820e+01 1.275009e+02 7.729907e+01
3.540000e+01 6.507938e+02 1.281185e+02 7.628153e+01 1.274962e+02 7.730378e+01
3.550000e+01 6.503456e+02 1.281054e+02 7.629463e+01 1.274919e+02 7.730811e+01
3.560000e+01 6.499046e+02 1.280925e+02 7.630750e+01 1.274876e+02 7.731240e+01
3.570000e+01 6.494614e+02 1.280798e+02 7.632016e+01 1.274830e+02 7.731700e+01
3.580000e+01 6.490072e+02 1.280674e+02 7.633262e+01 1.274777e+02 7.732226e+01
3.590000e+01 6.485346e+02 1.280551e+02 7.634489e+01 1.274715e+02 7.732845e+01
3.600000e+01 6.480388e+02 1.280430e+02 7.635698e+01 1.274642e+02 7.733577e+01
3.610000e+01 6.475182e+02 1.280311e+02 7.636889e+01 1.274557e+02 7.734427e+01
3.620000e+01 6.469750e+02 1.280194e+02 7.638063e+01 1.274462e+02 7.735384e+01
3.630000e+01 6.464162e+02 1.280078e+02 7.639223e+01 1.274358e+02 7.736420e+01
3.640000e+01 6.562454e+02 1.283961e+02 7.600390e+01 1.274251e+02 7.737491e+01
3.650000e+01 6.556689e+02 1.283842e+02 7.601583e+01 1.274145e+02 7.738547e+01
3.660000e+01 6.551133e+02 1.283725e+02 7.602755e+01 1.274046e+02 7.739541e+01
3.670000e+01 6.646602e+02 1.283609e+02 7.603907e+01 1.277954e+02 7.700461e+01
3.680000e+01 6.641544e+02 1.283496e+02 7.605040e+01 1.277872e+02 7.701285e+01
3.690000e+01 6.636816e+02 1.283384e+02 7.606157e+01 1.277800e+02 7.701998e+01
3.700000e+01 6.632386e+02 1.283274e+02 7.607256e+01 1.277739e+02 7.702611e+01
3.710000e+01 6.628217e+02 1.283166e+02 7.608340e+01 1.277686e+02 7.703139e+01
3.720000e+01 6.624263e+02 1.283059e+02 7.609408e+01 1.277640e+02 7.703598e+01
3.730000e+01 6.620479e+02 1.282954e+02 7.610461e+01 1.277599e+02 7.704006e+01
3.740000e+01 6.616818e+02 1.282850e+02 7.611501e+01 1.277562e+02 7.704380e+01
3.750000e+01 6.613232e+02 1.282747e+02 7.612526e+01 1.277526e+02 7.704740e+01
3.760000e+01 6.609675e+02 1.282646e+02 7.613539e+01 1.277490e+02 7.705101e+01
3.770000e+01 6.606103e+02 1.282546e+02 7.614540e+01 1.277452e+02 7.705482e+01
3.780000e+01 6.602479e+02 1.282447e+02 7.615528e+01 1.277410e+02 7.705895e+01
3.790000e+01 6.598771e+02 1.282349e+02 7.616506e+01 1.277365e+02 7.706354e+01
3.800000e+01 6.594957e+02 1.282253e+02 7.617474e+01 1.277313e+02 7.706865e+01
3.810000e+01 6.591022e+02 1.282157e+02 7.618432e+01 1.277257e+02 7.707434e+01
3.820000e+01 6.586967e+02 1.282062e+02 7.619382e+01 1.277194e+02 7.708060e+01
3.830000e+01 6.687541e+02 1.285966e+02 7.580340e+01 1.277126e+02 7.708740e+01
3.840000e+01 6.683128e+02 1.285868e+02 7.581320e+01 1.277054e+02 7.709462e+01
3.850000e+01 6.678676e+02 1.285771e+02 7.582286e+01 1.276979e+02 7.710214e+01
3.860000e+01 6.674225e+02 1.285676e+02 7.583239e+01 1.276902e+02 7.710980e+01
3.870000e+01 6.669817e+02 1.285582e+02 7.584180e+01 1.276826e+02 7.711743e+01
3.880000e+01 6.665492e+02 1.285489e+02 7.585108e+01 1.276751e+02 7.712486e+01
3.890000e+01 6.661283e+02 1.285397e+02 7.586025e+01 1.276680e+02 7.713195e+01
3.900000e+01 6.657216e+02 1.285307e+02 7.586931e+01 1.276614e+02 7.713861e+01
3.910000e+01 6.653309e+02 1.285217e+02 7.587826e+01 1.276553e+02 7.714475e+01
3.920000e+01 6.649570e+02 1.285129e+02 7.588710e+01 1.276497e+02 7.715034e+01
3.930000e+01 6.645998e+02 1.285042e+02 7.589585e+01 1.276446e+02 7.715538e+01
3.940000e+01 6.642584e+02 1.284955e+02 7.590449e+01 1.276401e+02 7.715990e+01
3.950000e+01 6.639312e+02 1.284870e+02 7.591304e+01 1.276360e+02 7.716395e+01
3.960000e+01 6.636165e+02 1.284785e+02 7.592150e+01 1.276324e+02 7.716761e+01
3.970000e+01 6.633121e+02 1.284701e+02 7.592988e+01 1.276290e+02 7.717095e+01
3.980000e+01 6.630160e+02 1.284618e+02 7.593817e+01 1.276259e+02 7.717405e+01
3.990000e+01 6.627259e+02 1.284536e+02 7.594639e+01 1.276230e+02 7.717700e+01
4.000000e+01 0.000000e+00 0.000000e+00 4.940656e-322 4.940656e-323 6.921247e-310
4.010000e+01 6.621560e+02 1.284374e+02 7.596261e+01 1.276173e+02 7.718272e+01
4.020000e+01 6.618723e+02 1.284294e+02 7.597062e+01 1.276144e+02 7.718563e+01
4.030000e+01 6.615873e+02 1.284214e+02 7.597856e+01 1.276113e+02 7.718868e+01
4.040000e+01 6.612994e+02 1.284136e+02 7.598645e+01 1.276081e+02 7.719190e+01
4.050000e+01 6.610075e+02 1.284057e+02 7.599428e+01 1.276047e+02 7.719534e+01
4.060000e+01 6.712672e+02 1.287979e+02 7.560215e+01 1.276010e+02 7.719904e+01
4.070000e+01 6.811093e+02 1.287898e+02 7.561022e+01 1.279969e+02 7.680308e+01
